username,tanggal,rating,ulasan,clean_ulasan,skor_sentimen,label
Pengguna Google,2025-09-10 02:22:12,5,sangat membantu bagi pemula yg baru belajar,sangat membantu bagi pemula yg baru belajar,-1.6666666666666667,negatif
Pengguna Google,2025-09-10 01:56:16,5,top markotop,top markotop,5.0,positif
Pengguna Google,2025-09-09 15:04:55,5,👍👍 hanya saja masih terkendala to up di bawah 500 RB harus melalui virtual acunt dgn layanan bank permata selalu gagal,hanya saja masih terkendala to up di bawah rb harus melalui virtual acunt dgn layanan bank permata selalu gagal,-0.8571428571428571,negatif
Pengguna Google,2025-09-09 08:38:17,5,ok,ok,4.0,positif
Pengguna Google,2025-09-09 08:11:50,5,baru mencoba,baru mencoba,0.0,negatif
Pengguna Google,2025-09-09 07:53:16,5,update yang luar biasa di lakukan oleh peluang Skrang bisa melihat total marketcap yang ada,update yang luar biasa di lakukan oleh peluang skrang bisa melihat total marketcap yang ada,-2.8,negatif
Pengguna Google,2025-09-09 07:23:52,5,mantap🤙,mantap,5.0,positif
Pengguna Google,2025-09-09 06:57:42,5,bagus,bagus,-4.0,negatif
Pengguna Google,2025-09-09 06:45:48,5,belajar investasi kedepan lebih maju dan berkembang,belajar investasi kedepan lebih maju dan berkembang,2.0,positif
Pengguna Google,2025-09-09 05:22:11,5,pelayanan bgus,pelayanan bgus,3.0,positif
Pengguna Google,2025-09-09 03:50:09,5,semoga lancar awal belajar,semoga lancar awal belajar,-0.3333333333333333,negatif
Pengguna Google,2025-09-09 01:16:15,5,"Aplikasi ini sudah sangat baik dan lengkap untuk kebutuhan pengguna. Namun, akan lebih bermanfaat jika tersedia widget khusus untuk memantau harga crypto favorit secara real-time. Dengan adanya widget, pengguna tidak perlu terus-menerus membuka aplikasi. Fitur ini membuat pengalaman lebih praktis, efisien, dan modern, sekaligus meningkatkan engagement karena pengguna akan lebih sering terhubung meski sedang menggunakan fitur lain di perangkat.",aplikasi ini sudah sangat baik dan lengkap untuk kebutuhan pengguna namun akan lebih bermanfaat jika tersedia widget khusus untuk memantau harga crypto favorit secara real time dengan adanya widget pengguna tidak perlu terus menerus membuka aplikasi fitur ini membuat pengalaman lebih praktis efisien dan modern sekaligus meningkatkan engagement karena pengguna akan lebih sering terhubung meski sedang menggunakan fitur lain di perangkat,0.5555555555555556,positif
Pengguna Google,2025-09-08 21:20:26,4,"semakin update kenapa jadi nge lag bgt si , tolong untuk koin yang belum bisa mode pro segera di adakan mode pro , saya beli coin yang tidak ada mode pro nya spread nya besar bgt katanya di jamin 6 detik gimana sih jadi rugi kalo gini , tolong hadirkan kembali grafik 24 jam , tolong lah perbaiki lagi agak berat sekarang aplikasinya",semakin update kenapa jadi nge lag bgt si tolong untuk koin yang belum bisa mode pro segera di adakan mode pro saya beli coin yang tidak ada mode pro nya spread nya besar bgt katanya di jamin detik gimana sih jadi rugi kalo gini tolong hadirkan kembali grafik jam tolong lah perbaiki lagi agak berat sekarang aplikasinya,-2.8333333333333335,negatif
Pengguna Google,2025-09-08 18:59:30,5,bagus,bagus,-4.0,negatif
Pengguna Google,2025-09-08 18:54:48,2,"Ada give away, tapi hanya untuk pengguna Iphone dan pengguna Android di anak tirikan 😂😂😁😁😅",ada give away tapi hanya untuk pengguna iphone dan pengguna android di anak tirikan,-1.4,negatif
Pengguna Google,2025-09-08 14:44:21,5,"semoga setelah update, apk pluang bisa menjadi lebih baik dan lancar.",semoga setelah update apk pluang bisa menjadi lebih baik dan lancar,-0.6666666666666666,negatif
Pengguna Google,2025-09-08 14:12:02,5,banyak saham yang bisa kita pilih,banyak saham yang bisa kita pilih,-3.3333333333333335,negatif
Pengguna Google,2025-09-08 14:03:02,5,ok,ok,4.0,positif
Pengguna Google,2025-09-08 13:29:31,5,Aplikasinya bagus & mudah di mengerti... perfect..,aplikasinya bagus mudah di mengerti perfect,-2.3333333333333335,negatif
Pengguna Google,2025-09-08 13:23:40,2,order etf prosesnya kelamaan belum sukses,order etf prosesnya kelamaan belum sukses,-0.5,negatif
Pengguna Google,2025-09-08 10:57:28,2,Fee nya makin mahal dapet untung segini kepotong segini beuh GK ngotak,fee nya makin mahal dapet untung segini kepotong segini beuh gk ngotak,1.0,positif
Pengguna Google,2025-09-08 10:54:45,5,mudah dalan payment nya,mudah dalan payment nya,-1.0,negatif
Pengguna Google,2025-09-08 10:52:22,5,Sangat cocok untuk pemula,sangat cocok untuk pemula,-3.0,negatif
Pengguna Google,2025-09-08 10:47:06,5,terimakasih sudah diperbaiki candle stiknya..,terimakasih sudah diperbaiki candle stiknya,1.5,positif
Pengguna Google,2025-09-08 06:09:22,5,"terimakasih telah mengembalikan tampilan harga jual dan harga beli di setiap aset yang ingin dibeli. itu sangat penting, karena kami bisa menghitung selisih sebelum membeli",terimakasih telah mengembalikan tampilan harga jual dan harga beli di setiap aset yang ingin dibeli itu sangat penting karena kami bisa menghitung selisih sebelum membeli,-0.9166666666666666,negatif
Pengguna Google,2025-09-08 03:50:40,5,bolehlah,bolehlah,0.0,negatif
Pengguna Google,2025-09-08 03:43:08,5,baru nyobain,baru nyobain,0.0,negatif
Pengguna Google,2025-09-08 02:04:47,5,Its great..!!,its great,3.0,positif
Pengguna Google,2025-09-08 00:19:26,1,kenapa aplikasi saya tidak bisa di buka sudah dua hari,kenapa aplikasi saya tidak bisa di buka sudah dua hari,-3.3333333333333335,negatif
Pengguna Google,2025-09-07 23:45:30,1,kenapa tiba tiba tidak bisa login,kenapa tiba tiba tidak bisa login,-5.0,negatif
Pengguna Google,2025-09-07 21:07:31,5,sangat baik,sangat baik,-1.0,negatif
Pengguna Google,2025-09-07 16:47:54,5,mantap,mantap,5.0,positif
Pengguna Google,2025-09-07 16:20:06,5,sangat membantu,sangat membantu,-4.0,negatif
Pengguna Google,2025-09-07 12:33:03,1,sudah login.,sudah login,-2.0,negatif
Pengguna Google,2025-09-07 12:22:55,2,Bisa tidak mencarikan rekanan bisnis dari Bank yg lain selain Bank Permata. Yang kinerja jaringan nya bagus dan lancar ?,bisa tidak mencarikan rekanan bisnis dari bank yg lain selain bank permata yang kinerja jaringan nya bagus dan lancar,-2.3333333333333335,negatif
Pengguna Google,2025-09-07 12:17:05,5,"tambahkan top up melalui aplikasi dana , karena banyak orang yang sudah nyaman dengan wallet dana",tambahkan top up melalui aplikasi dana karena banyak orang yang sudah nyaman dengan wallet dana,0.3,positif
Pengguna Google,2025-09-07 07:53:18,5,pelayanan ok,pelayanan ok,3.5,positif
Pengguna Google,2025-09-07 06:39:56,5,saran tambahin metode pembayaran e wallet lain,saran tambahin metode pembayaran e wallet lain,-4.0,negatif
Pengguna Google,2025-09-07 06:22:11,2,"q lupa pin, biasanya log in pake fingerprint tpi in tba2 disuruu log in pake pin sma aplikasinya, trus pas mau riset ulang pin, kode otp dikirim ke sms sama email yg ke email g ada2 bingung g bisa buka aplikasinya, udah email ke admin g dibls2",q lupa pin biasanya log in pake fingerprint tpi in tba disuruu log in pake pin sma aplikasinya trus pas mau riset ulang pin kode otp dikirim ke sms sama email yg ke email g ada bingung g bisa buka aplikasinya udah email ke admin g dibls,-0.625,negatif
Pengguna Google,2025-09-07 05:34:59,5,aplikasi crypto terbaik,aplikasi crypto terbaik,0.5,positif
Pengguna Google,2025-09-07 04:24:01,5,baik,baik,-1.0,negatif
Pengguna Google,2025-09-07 03:36:21,5,"Saat ini masih berjalan dengan baik, hanya saran untuk Crypto jenis Volatil kalau bisa di buat kunci marking sell agar sama seperti Crypto yang lain nya.",saat ini masih berjalan dengan baik hanya saran untuk crypto jenis volatil kalau bisa di buat kunci marking sell agar sama seperti crypto yang lain nya,-1.2727272727272727,negatif
Pengguna Google,2025-09-06 23:59:55,4,ini gimana ya dari kemarin saham as ga ada pergerakan mohon bantuannya,ini gimana ya dari kemarin saham as ga ada pergerakan mohon bantuannya,-1.0,negatif
Pengguna Google,2025-09-06 23:47:52,5,Mantap,mantap,5.0,positif
Pengguna Google,2025-09-06 23:36:54,5,super good,super good,1.5,positif
Pengguna Google,2025-09-06 18:24:11,5,menurut ku kalau teliti dan sabar mudah²an berhasil.,menurut ku kalau teliti dan sabar mudah an berhasil,2.0,positif
Pengguna Google,2025-09-06 16:41:28,5,terima kasih,terima kasih,0.5,positif
Pengguna Google,2025-09-06 15:38:38,5,pluang investasi baik,pluang investasi baik,-1.0,negatif
Pengguna Google,2025-09-06 15:24:40,5,kembangkan terus,kembangkan terus,0.0,negatif
Pengguna Google,2025-09-06 14:27:24,5,"mudah""n system'y g berubah berubah setelah d update ☺️",mudah n system y g berubah berubah setelah d update,-1.0,negatif
Pengguna Google,2025-09-06 13:43:53,5,kenapa pluang disuruh login mulu???,kenapa pluang disuruh login mulu,-1.5,negatif
Pengguna Google,2025-09-06 13:30:08,5,"Kenapa logout terus, setiap 1 menit sekali?? aku gk nyaman neh buat trading?",kenapa logout terus setiap menit sekali aku gk nyaman neh buat trading,0.75,positif
Pengguna Google,2025-09-06 13:20:29,3,"update terbaru malah ngebug gabisa buka analisis chart pakai indikator.selalu coba lagi ,login ulang parah tau gitu ngak saya update tadi",update terbaru malah ngebug gabisa buka analisis chart pakai indikator selalu coba lagi login ulang parah tau gitu ngak saya update tadi,-1.375,negatif
Pengguna Google,2025-09-06 13:18:06,5,bagus aman dan nyaman tolong hilangkan bug coba login kembali,bagus aman dan nyaman tolong hilangkan bug coba login kembali,-0.75,negatif
Pengguna Google,2025-09-06 09:59:21,5,Joss 👍,joss,0.0,negatif
Pengguna Google,2025-09-06 06:39:49,5,oke,oke,2.0,positif
Pengguna Google,2025-09-06 06:37:55,5,cepat pelayanannya,cepat pelayanannya,-3.0,negatif
Pengguna Google,2025-09-06 03:59:04,5,"min enakan tampilan ya versi 6.6.7 candle nya lebih mudah utk menganalisa, pleaseeee balikin candle model kaya gitu min.. 5 Agus 2025. Terimakasih min, sdh gercep utk mengembalikan candle nya utk membantu analisa..",min enakan tampilan ya versi candle nya lebih mudah utk menganalisa pleaseeee balikin candle model kaya gitu min agus terimakasih min sdh gercep utk mengembalikan candle nya utk membantu analisa,0.875,positif
Pengguna Google,2025-09-06 03:13:52,5,bangus,bangus,0.0,negatif
Pengguna Google,2025-09-06 03:12:09,5,sangat membantu,sangat membantu,-4.0,negatif
Pengguna Google,2025-09-05 20:02:42,1,Indonesia,indonesia,0.0,negatif
Pengguna Google,2025-09-05 10:37:34,5,good app,good app,5.0,positif
Pengguna Google,2025-09-05 03:42:00,2,Knpa akun sya gak bisa log in lagi..masuk mimta ktp sma verifikasi wajah reportnya nik.sdah terdaftar...di ulaang lagi gitu mulu.minta ktp.nik terdaftar,knpa akun sya gak bisa log in lagi masuk mimta ktp sma verifikasi wajah reportnya nik sdah terdaftar di ulaang lagi gitu mulu minta ktp nik terdaftar,-1.5714285714285714,negatif
Pengguna Google,2025-09-04 14:45:25,5,abis update malah jdi bingung.,abis update malah jdi bingung,-2.0,negatif
Pengguna Google,2025-09-04 13:15:04,1,RIBET BANGET. MAU GANTI NOMOR DI HP ANDROID AJA GAGAL MULU. SAMPE PAKE VERIFIKASI SELFIE KTP. MAKSUDNYA APAAN?,ribet banget mau ganti nomor di hp android aja gagal mulu sampe pake verifikasi selfie ktp maksudnya apaan,-1.4,negatif
Pengguna Google,2025-09-04 11:03:03,5,terimakasih banyak karena sudah di kembalikan fitur CANDLESTICK,terimakasih banyak karena sudah di kembalikan fitur candlestick,-0.75,negatif
Pengguna Google,2025-09-04 08:13:51,4,top up nya cepat,top up nya cepat,1.0,positif
Pengguna Google,2025-09-04 07:57:44,5,sudah lancar 👍,sudah lancar,-2.0,negatif
Pengguna Google,2025-09-04 05:39:47,5,baik,baik,-1.0,negatif
Pengguna Google,2025-09-04 02:25:22,5,nice daripada simpan di bank simpan di sinj aja,nice daripada simpan di bank simpan di sinj aja,-0.25,negatif
Pengguna Google,2025-09-04 01:14:53,5,Semoga bermanfaat bagi kita semua.,semoga bermanfaat bagi kita semua,-0.6666666666666666,negatif
Pengguna Google,2025-09-04 01:13:08,5,Nice,nice,4.0,positif
Pengguna Google,2025-09-04 00:28:36,5,mantap,mantap,5.0,positif
Pengguna Google,2025-09-03 19:04:36,5,min uinya bagusin dong,min uinya bagusin dong,0.0,negatif
Pengguna Google,2025-09-03 15:17:09,4,Tolong tambah waktu transaksi untuk mengirim cripto.tidak terkejar sama waktu cum 30 detik.,tolong tambah waktu transaksi untuk mengirim cripto tidak terkejar sama waktu cum detik,-0.3333333333333333,negatif
Pengguna Google,2025-09-03 14:55:33,5,bagus,bagus,-4.0,negatif
Pengguna Google,2025-09-03 14:43:57,5,okey,okey,0.0,negatif
Pengguna Google,2025-09-03 12:41:38,1,bangke gak ada perak....,bangke gak ada perak,-3.5,negatif
Pengguna Google,2025-09-03 11:58:56,5,bagus,bagus,-4.0,negatif
Pengguna Google,2025-09-03 10:06:04,5,balikin tmpilan awal.. 😡ratakan aja tampilan spot sama elite kayak dlu,balikin tmpilan awal ratakan aja tampilan spot sama elite kayak dlu,0.8333333333333334,positif
Pengguna Google,2025-09-03 07:15:46,5,Pluang memang is the best,pluang memang is the best,-2.0,negatif
Pengguna Google,2025-09-03 05:07:44,5,"enak dan simpel, walaupun tampilan yang baru ada beberapa yg kurang lengkap",enak dan simpel walaupun tampilan yang baru ada beberapa yg kurang lengkap,-2.0,negatif
Pengguna Google,2025-09-03 04:48:00,5,keren,keren,0.0,negatif
Pengguna Google,2025-09-03 03:22:22,5,baguuuus,baguuuus,0.0,negatif
Pengguna Google,2025-09-02 22:43:54,5,"update yg bertambah buruk untuk menganalisa. Sekarang tidak bisa melihat market cap, vol 24h, roi dll candle tidak bisa dirubah seperti biasanya. tolong kembalikan yg lengkap y tim pluang.",update yg bertambah buruk untuk menganalisa sekarang tidak bisa melihat market cap vol h roi dll candle tidak bisa dirubah seperti biasanya tolong kembalikan yg lengkap y tim pluang,-3.0,negatif
Pengguna Google,2025-09-02 15:50:39,5,sangat bagus buat pemula sperti sya,sangat bagus buat pemula sperti sya,-1.5,negatif
Pengguna Google,2025-09-02 14:09:55,1,"kembalikan ke tampilan sebelumnya, kok sekarang jadi gak lengkap.. market cap hilang, volume 24h tidak ada dll.. saran segera dikembalikan,, saya yakin banyak yg lebih suka dengan tampilan sebelumnya lebih mudah dipahami, lengkap, dan enak dilihat.. tampilan sekarang sangat buruk.. kalau terus seperti ini saya sangat optimis akan ada banyak orang yg berpindah exchange lokal ke sebelah termasuk saya..",kembalikan ke tampilan sebelumnya kok sekarang jadi gak lengkap market cap hilang volume h tidak ada dll saran segera dikembalikan saya yakin banyak yg lebih suka dengan tampilan sebelumnya lebih mudah dipahami lengkap dan enak dilihat tampilan sekarang sangat buruk kalau terus seperti ini saya sangat optimis akan ada banyak orang yg berpindah exchange lokal ke sebelah termasuk saya,-2.0,negatif
Pengguna Google,2025-09-02 12:47:10,5,bagus.,bagus,-4.0,negatif
Pengguna Google,2025-09-02 10:56:44,1,"biaya admin ketika top up di aplikasi pluang tidak sesuai dengan deskripsi, tulisanya nominal di bawah 500.000 tanpa biaya, dari pihak bank pengirim juga gratis biaya transfer. sampai di aplikasi kena potongan pajak.",biaya admin ketika top up di aplikasi pluang tidak sesuai dengan deskripsi tulisanya nominal di bawah tanpa biaya dari pihak bank pengirim juga gratis biaya transfer sampai di aplikasi kena potongan pajak,-1.5714285714285714,negatif
Pengguna Google,2025-09-02 10:24:45,5,bagus,bagus,-4.0,negatif
Pengguna Google,2025-09-02 09:46:26,5,bagus rekomndasi,bagus rekomndasi,-4.0,negatif
Pengguna Google,2025-09-02 07:50:43,3,"saya login ngk bisa terus. pdhal dana saya sudah masuk ke aplikasi. alasan jaringan, semua aplikasi yng saya pakai, bisa di akses. cuma ini knpa aplikasi nya ngk bisa di buka?",saya login ngk bisa terus pdhal dana saya sudah masuk ke aplikasi alasan jaringan semua aplikasi yng saya pakai bisa di akses cuma ini knpa aplikasi nya ngk bisa di buka,-2.3333333333333335,negatif
Pengguna Google,2025-09-02 06:55:32,4,cukup user friendly,cukup user friendly,-5.0,negatif
Pengguna Google,2025-09-02 05:44:59,5,Cukup mudah dalam mendaftar,cukup mudah dalam mendaftar,-1.0,negatif
Pengguna Google,2025-09-02 03:23:45,5,"Sidikjarinya sendiri koq disalahkan,malah silahkan pakai pin: ya jelas gak lupa donk? mudah""an merespon masuk dgn didik jari",sidikjarinya sendiri koq disalahkan malah silahkan pakai pin ya jelas gak lupa donk mudah an merespon masuk dgn didik jari,-1.0,negatif
Pengguna Google,2025-09-02 01:03:15,5,"tetap profesional, kuatkan sistem keamanan nasabah, semangat edukasi Finansial publik",tetap profesional kuatkan sistem keamanan nasabah semangat edukasi finansial publik,0.5,positif
Pengguna Google,2025-09-01 22:35:13,5,aplikasi bagus dan lancar,aplikasi bagus dan lancar,-3.3333333333333335,negatif
Pengguna Google,2025-09-01 22:32:33,5,Luar biasa bagus,luar biasa bagus,-4.0,negatif
Pengguna Google,2025-09-01 17:58:34,5,"terimakasih sudah mengupdate versi yang lebih baik, sekarang saya bisa mengetahui best ask dan best bid serta grafik lilin lagi pada mode lite",terimakasih sudah mengupdate versi yang lebih baik sekarang saya bisa mengetahui best ask dan best bid serta grafik lilin lagi pada mode lite,-1.0,negatif
Pengguna Google,2025-09-01 17:50:26,5,semoga berhuntung,semoga berhuntung,0.0,negatif
Pengguna Google,2025-09-01 17:29:57,5,mantap,mantap,5.0,positif
Pengguna Google,2025-09-01 15:20:08,1,lukira gampang jadi kaya di saham sama aja lu judi..... ga semua orang dapat cuan.... uji keberuntungan hahahaha,lukira gampang jadi kaya di saham sama aja lu judi ga semua orang dapat cuan uji keberuntungan hahahaha,-0.8888888888888888,negatif
Pengguna Google,2025-09-01 15:13:51,1,"mau jual harganya tiba tiba turun,,mau belanja tiba tiba harganya naik. walaupun itu persentase kecil jika transaksi besar maka itu akan kelihatan",mau jual harganya tiba tiba turun mau belanja tiba tiba harganya naik walaupun itu persentase kecil jika transaksi besar maka itu akan kelihatan,-1.0,negatif
Pengguna Google,2025-09-01 15:00:34,1,banyak kali potongan buat admin,banyak kali potongan buat admin,-1.3333333333333333,negatif
Pengguna Google,2025-09-01 14:33:38,5,ok,ok,4.0,positif
Pengguna Google,2025-09-01 08:22:19,3,baru pemula,baru pemula,0.0,negatif
Pengguna Google,2025-09-01 06:47:26,5,aplikasi terbaik,aplikasi terbaik,0.5,positif
Pengguna Google,2025-09-01 05:53:28,5,"sejauh ini oke sih, mudah bagi pemula buat investasi",sejauh ini oke sih mudah bagi pemula buat investasi,-0.5,negatif
Pengguna Google,2025-09-01 05:48:51,1,"WOIII GAK BISA TOP UP COKKK,BALIKIN AJA KE SISTEM AWAL BIAR KLO TOP UP LANGSUNG KE APLIKASI,BISA PAKAI DANA ,MBANK,INI APAAN EWALLET CUMA GOPAY ERROR MULU GAK BISA NYAMBUNG,TF JUGA GAK BISA,,UDAHLAH BALIKIN AJA SISTEM TOPUP KE AWAL !!!!!!!!!",woiii gak bisa top up cokkk balikin aja ke sistem awal biar klo top up langsung ke aplikasi bisa pakai dana mbank ini apaan ewallet cuma gopay error mulu gak bisa nyambung tf juga gak bisa udahlah balikin aja sistem topup ke awal,-0.8125,negatif
Pengguna Google,2025-09-01 05:42:46,5,bagus,bagus,-4.0,negatif
Pengguna Google,2025-09-01 03:54:27,5,msih bagus,msih bagus,-4.0,negatif
Pengguna Google,2025-09-01 00:51:41,5,ok,ok,4.0,positif
Pengguna Google,2025-09-01 00:31:59,1,"punya saldo emas diam2 dipotong 0,01 gram.. aplikasi spam emang",punya saldo emas diam dipotong gram aplikasi spam emang,-1.0,negatif
Pengguna Google,2025-09-01 00:20:30,5,"user friendly, proses deposit maupun wd cepat tanpa adanya biaya admin. ADIK073042",user friendly proses deposit maupun wd cepat tanpa adanya biaya admin adik,-1.0,negatif
Pengguna Google,2025-09-01 00:09:28,2,"Maaf saya sudah menutup akun karena tidak pernah saya gunakan, kenapa masih dapat notifikasi pengurangan emas",maaf saya sudah menutup akun karena tidak pernah saya gunakan kenapa masih dapat notifikasi pengurangan emas,-3.0,negatif
Pengguna Google,2025-08-31 17:33:39,1,sebel. dulu bisa top up pake aplikasi dana. sekarang gak bisa....,sebel dulu bisa top up pake aplikasi dana sekarang gak bisa,0.0,negatif
Pengguna Google,2025-08-31 16:00:25,5,bagus jugk,bagus jugk,-4.0,negatif
Pengguna Google,2025-08-31 15:36:30,1,ga bisa narik saldo pakai e wallet/virtual account,ga bisa narik saldo pakai e wallet virtual account,2.0,positif
Pengguna Google,2025-08-31 13:21:34,5,"cendel nya yg koin2 baru gk bisa d liat,tolong dong ky nya enakan yg ky awal deh untuk peluang lebih enak liat nya lebih lengkap",cendel nya yg koin baru gk bisa d liat tolong dong ky nya enakan yg ky awal deh untuk peluang lebih enak liat nya lebih lengkap,-1.375,negatif
Pengguna Google,2025-08-31 11:45:44,5,bagus,bagus,-4.0,negatif
Pengguna Google,2025-08-31 09:32:08,5,goodd,goodd,0.0,negatif
Pengguna Google,2025-08-31 07:39:05,1,aplikasi trading paling serba susah top up cepat kalo mau wd gk bisa katanya minimal 10000 ini saldo lebih dari itu pun gk bisa mau kirim crypto pun tak bisa wkwk downgrade sekali ahh sory pluang aku uninstall byee,aplikasi trading paling serba susah top up cepat kalo mau wd gk bisa katanya minimal ini saldo lebih dari itu pun gk bisa mau kirim crypto pun tak bisa wkwk downgrade sekali ahh sory pluang aku uninstall byee,-1.1176470588235294,negatif
Pengguna Google,2025-08-31 06:51:08,5,aplikasi yang sangat bagus,aplikasi yang sangat bagus,-4.333333333333333,negatif
Pengguna Google,2025-08-31 06:29:48,2,dr semalam kok saya ga bisa buka aplikasi ya? udh potongan admin gede tapi kinerja aplikasi begini.,dr semalam kok saya ga bisa buka aplikasi ya udh potongan admin gede tapi kinerja aplikasi begini,-1.875,negatif
Pengguna Google,2025-08-31 06:22:41,5,mantap,mantap,5.0,positif
Pengguna Google,2025-08-31 05:01:25,4,sudah beberapa hari buka aplikasi sering nyangkut dlogo peluang dan candle stick telat muncul tolong diperbaiki,sudah beberapa hari buka aplikasi sering nyangkut dlogo peluang dan candle stick telat muncul tolong diperbaiki,-2.2857142857142856,negatif
Pengguna Google,2025-08-31 05:00:20,5,"paling terpercaya, puas dengan Pluang..👍..",paling terpercaya puas dengan pluang,3.0,positif
Pengguna Google,2025-08-30 23:53:42,5,"sudah daftar , masuknya mudah, mudah mudahan lancar",sudah daftar masuknya mudah mudah mudahan lancar,-1.3333333333333333,negatif
Pengguna Google,2025-08-30 17:07:50,5,baguss,baguss,0.0,negatif
Pengguna Google,2025-08-30 16:00:20,5,"verifikasi cepat,, semoga lancar kedepanya",verifikasi cepat semoga lancar kedepanya,-2.5,negatif
Pengguna Google,2025-08-30 12:58:48,5,good,good,5.0,positif
Pengguna Google,2025-08-30 12:24:00,5,Saat ini sangat bagus,saat ini sangat bagus,-4.0,negatif
Pengguna Google,2025-08-30 03:00:55,2,makin lama makin berat ni pulang susah banget lagi nya,makin lama makin berat ni pulang susah banget lagi nya,-0.8333333333333334,negatif
Pengguna Google,2025-08-30 01:01:11,5,top,top,5.0,positif
Pengguna Google,2025-08-29 19:28:39,5,mantap,mantap,5.0,positif
Pengguna Google,2025-08-29 15:36:37,1,"Mohon maaf untuk pembuat apk pluang. Krn saya sangat kecewa. Sudah saya download apk pluang, kemudian, saya mau memasukkan kode referral teman saya. Kata nya di suruh verifikasi terlebih dahulu. Lalu sesudah verifikasi slama 15 jam. Tempat memasukkan kode referral hilang. Dan gk da sama sekali. Jadi saya tunggu sampai 3 hari kedepan, kalo gk bisa. Saya hapus apkapk pluang. Trima kasih dari warga Indonesia.",mohon maaf untuk pembuat apk pluang krn saya sangat kecewa sudah saya download apk pluang kemudian saya mau memasukkan kode referral teman saya kata nya di suruh verifikasi terlebih dahulu lalu sesudah verifikasi slama jam tempat memasukkan kode referral hilang dan gk da sama sekali jadi saya tunggu sampai hari kedepan kalo gk bisa saya hapus apkapk pluang trima kasih dari warga indonesia,-1.9259259259259258,negatif
Pengguna Google,2025-08-29 10:03:53,1,susah gak kaya duluk lihat cendel,susah gak kaya duluk lihat cendel,-0.6666666666666666,negatif
Pengguna Google,2025-08-29 07:06:14,3,gmn bs balik ke versi lama nggak yg baru bikin pusing kurang detail informasinya,gmn bs balik ke versi lama nggak yg baru bikin pusing kurang detail informasinya,-1.8571428571428572,negatif
Pengguna Google,2025-08-29 06:31:32,5,aplikasi terbaik untuk spot dan future di Indonesia.. top of the top nya klau menurut sy.mulai dr deposit smpai ke penarikan..,aplikasi terbaik untuk spot dan future di indonesia top of the top nya klau menurut sy mulai dr deposit smpai ke penarikan,2.4285714285714284,positif
Pengguna Google,2025-08-29 05:14:32,2,"dari segi etf,aset crypto nya masih kurang, dan reward aset crypto yang bisa di staking masih kecil dan sedikit setelah update semakin buruk masak tampilan drowdon nya hilang.cuma itu saja minus nya",dari segi etf aset crypto nya masih kurang dan reward aset crypto yang bisa di staking masih kecil dan sedikit setelah update semakin buruk masak tampilan drowdon nya hilang cuma itu saja minus nya,-2.7333333333333334,negatif
Pengguna Google,2025-08-29 04:22:15,4,Tolong Tambahkan Dana di E-Wallet,tolong tambahkan dana di e wallet,1.0,positif
Pengguna Google,2025-08-28 23:11:52,5,simpel dan nikmat😙,simpel dan nikmat,3.0,positif
Pengguna Google,2025-08-28 21:25:00,5,masih mencoba memahami,masih mencoba memahami,3.0,positif
Pengguna Google,2025-08-28 21:23:48,1,untuk tampilan Kap pasar valuasi kok tidak ada ya. sekarang,untuk tampilan kap pasar valuasi kok tidak ada ya sekarang,-0.75,negatif
Pengguna Google,2025-08-28 19:05:48,1,"BURUK BANGET DEPO 500K UDH PAKAI KODE UNIK GAK DI PROSES"" GAK SESUAI DENGAN IKLAN BUKTI UDH DIBERIKAN TETAP DISURUH TUNGGU 1X24 JAM , ALASAN UANG TIDAK MASUK YANG ADA BAGI TRADER PASTI KETINGGALAN START DAN ITU MERUGIKAN BANGET",buruk banget depo k udh pakai kode unik gak di proses gak sesuai dengan iklan bukti udh diberikan tetap disuruh tunggu x jam alasan uang tidak masuk yang ada bagi trader pasti ketinggalan start dan itu merugikan banget,-1.5555555555555556,negatif
Pengguna Google,2025-08-28 17:37:08,1,"kecewa sekali dengan tampilan baru.di update malah downgrade tadinya bisa baca market cap pas di update jadi gak bisa, versi lite jg gak bisa baca candle jadi susah buat analisa. saran sebelum di lempar ke investor tampilannya di evaluasi dlu jangan maen asal ganti malah jadi pengurangan fitur. udah pajak naik, fitur downgrade. kecewa bgt sama pluang. kalo tidak segera di perbaiki atau di kembalikan saja seperti semula versi aplikasinya, mending Inves di tempat lain. di sp aja tim aplikasi ny",kecewa sekali dengan tampilan baru di update malah downgrade tadinya bisa baca market cap pas di update jadi gak bisa versi lite jg gak bisa baca candle jadi susah buat analisa saran sebelum di lempar ke investor tampilannya di evaluasi dlu jangan maen asal ganti malah jadi pengurangan fitur udah pajak naik fitur downgrade kecewa bgt sama pluang kalo tidak segera di perbaiki atau di kembalikan saja seperti semula versi aplikasinya mending inves di tempat lain di sp aja tim aplikasi ny,-1.5185185185185186,negatif
Pengguna Google,2025-08-28 16:35:28,4,"kenapa verifikasi KTP ga bisa di buka terus, jadi ga bisa top up sama jual",kenapa verifikasi ktp ga bisa di buka terus jadi ga bisa top up sama jual,0.8,positif
Pengguna Google,2025-08-28 11:43:57,1,WITHDRAW LAMA BENER. DISAAT GENTING NGGK BISA DIHARAPKAN. MENDING PINDAH AJA DAH,withdraw lama bener disaat genting nggk bisa diharapkan mending pindah aja dah,-2.1666666666666665,negatif
