clean_text,label
pengen mengubah adrenalin,negatif
ok buat pemula,positif
Pengalaman saya dalam menggunakan aplikasi pluang dalam pembelian saham maupun cripto sangat membantu dan mudah di pahami cocok untuk saya yang baru terjun dalam dunia cripto dan saham,negatif
opsi treding futures di peluang apa sudah di sediakan,negatif
kebijakan keamanan buruk aplikasi tidak bisa dibuka jam jika beberapa salah input pin Tidak ada cara recovery lain selain nunggu dimana banyak aplikasi lain punya beberapa cara untuk recovery dan proses recovery cepat beberapa order tidak bisa dieksekusi meskipun sudah set take profit stop loss harga tertentu sangat mengecewakan sudah uninstall apk ini saran untuk apk ini perbaiki dulu apk nya baru hubungi user untuk minta naikan rating bukan sebaliknya,negatif
sangat penting,negatif
ya lumayan matep sih nyaman untuk trading nya,positif
aplikasinya bagus,positif
aplikasi ini ribet dan tidak bisa di andalkan penarikan rumit kode dari aplikasi authenticator tidak matching,negatif
bismillah coba dulu,positif
sudah baca info kalau akan ada biaya admin and pajak tapi ga gini juga lah top up tf beda bank uda kena tarif dan itu harus online setelah di dana top up masuk masih kena admin lagi beli produk produk nya pun kena pajak pihak ketiga makin lama makin buntung bukan makin cuan,negatif
untuk fitur aplikasi sudah cukup baik yang dimana memperdagangkan Emas Tapi spread terlalu besar bisakah anda menyesuaikan spread nya seperti bullionvault yang menetapkan spread memiliki standar lebih kompeten dan juga untuk menambahkan tampilan chart candle stick seperti XAU IDR atau Gold sesuai Time frame,negatif
ini aplikasi makin lama kita top ap makin naik jupa adminya sampai,negatif
aplikasi simple bagus mudah digunakan,positif
kanapa daftar lewat opsi akun google tibak bisa dan cuman mutar aja,negatif
saya pengguna aplikasi peluang dari lama sejauh ini lumayan hanya saja hari ini masalah saya ketika saya mau transfer Ton saya ke wallet Laen progam dalam perbaikan saya harap secepat nya di perhatiin karena jangan sampai saya kehilangan momentum hanya karena broker g kompeten,negatif
bintang mau reset pin via OTP SMS SMSNYA TIDAK MUNCUL,negatif
bagus untuk pemula fitur bagus mntp dah simpel,positif
Tolong Top Up Via DANA kembalikan lg dong Udah bagus bs Top Via DANA kok malah di hilangin,positif
Hai pluang kenapa grafik market saya tidak muncul bisa di bantu,negatif
tolong diperbaiki lagi Sistemnya sering bug dan sering keluar sendiri belakangan,negatif
baru nyoba pake ini harga tidak real time alasannya delay kalo ada perbaikan nanti gw tambahin bintang,negatif
sangat bagus dan mudah cara memahaminya,positif
fitur udah bagus profit udah mantap tapi tidak bisa deposit pakai pake dana dan administrasi gede,positif
bagus dan cepat diawal semoga memuaskan sampai akhir,negatif
smoga gacor jepe,negatif
untuk aplikasi udah ok aku harap depositnya fiturnya dilengkapi dikarenakan wallet nya dikit apalagi ditambah biaya fee nya gede jadi bingung pilih dp nya kemana aku harap semoga update kedepannya dp bank dipercepat all wallet ditambahkan sama qris,negatif
good aplikasi,negatif
Adain Top up dana lagi,positif
kurang dari segi fungsi dan potongan admin pembelian emas terlalu banyak yang mengecewakan tarik saldo ke gopay TIDAK TERSEDIA padahal top up saldo DARI GOPAY tersedia Kan GAK ADIL tarik saldo adminnya nyesal download app ini bye,negatif
oke mudah,positif
sebenarnya bagus cuma penarikan nya kok lama dan pajak nya juga tinggi seharusnya kalo pajak tinggi penarikan harus cepet,negatif
responsip nice,positif
Overall Okelah cuma untuk Topup agak dikit pilihannya,negatif
mantap,positif
ini cara balikin akun lagi gimana nomor udah gak aktif soalnya,negatif
aplikasi kripto terbaik,positif
top up pake go pay nya ngebug Mulu nggak bisa bisa,negatif
kenapa akhir ini aplikasinya sering keluar sendiri yah tolong bantu jawab dong,negatif
tolong kembalikan tampilan seperti dulu itu lebih bagus,negatif
Sudah bulan ditungguin topup via BCA masih ttp dlm pemulihan mulu dah Apk nya ga diurus ke bank gitu yatuhan pindah lah,negatif
sangat mudah di mengerti,negatif
istimewa,negatif
senang bisa bergabung,negatif
gratis biaya topup tarik saldo kepotong aplikasi macam apa ini invest apa investtttttt ini hadehhh indonesiaaaa indonesial pdhl sblm ini mau tarik ke bca gopay gk ada biaya tarik loh tpi sekarang kok ada biaya tarik ya,negatif
top up pakai dana nya jangan di hilangkan,positif
kenapa sekarang kok GK bisa top up pake dana,positif
Jujur masih kurang paham tolong tampilkan yang lebih simpel lagi min terima kasih,negatif
investasi long term,negatif
lebh jos lagi kalo semua koin biso mode pro interface berandanya sama kek exchange sebelah,negatif
Promonya tipu tipu berubah ubah s k nya tiati tidak komit,negatif
mau tarik uang aja gabisa scam,negatif
ini bca kenapa eror terus kalo dibawah ribu,negatif
Oke Siap,negatif
best Broker,positif
hallo mau close market kok ga bisa kenapa ya p l Ijo tapi di close ga bisa p l berubah minus parah melebihi saldo usdt di futures,negatif
pembelian begitu ribet harus top up segala jika ada kesalahan dalam top up susah untuk mengclaim dana nya pokoknya untuk orang awam no recomended gw dah rasa sendiri,negatif
ga bisa top up lewat go pay jir error mullu top up bank lain admin mahal,negatif
setelah update banyak BUG di candle stik,negatif
Login awal gak bisa lancar,negatif
habis update malah jelek,negatif
adain penarikan e wallet min,negatif
baru bergabung semoga bisa mempelajari nya,negatif
bgus,negatif
untuk sejauh ini sangat bagus sih untuk pemula tapi perlu di garis bawahi dan kekurangan nya si dari time frame h gak ada soalnya itu penting sih untuk swing trading dan untuk fitur order book nya belum ada di saham as karena ngaruh banget dengan open posisi,negatif
terlalu banyak biaya admin harga saat buy tidak sesuai rugi rb,negatif
saya pemula tapi mau belajar,negatif
nice awalnya susah untuk verifikasi saya nyerah sampe berbulan bulan tapi setelah saya verifikasi lg akhirnya bisa,negatif
proses pendaftaran tercepat,positif
Tingkatkan terus,negatif
untuk update nya sangat baik terutama pada update tampilan chart yang baru dan bisa disesuaikan terimakasih developer dan tim Pluang semoga kedepannya untuk harga gold bisa menjadi realtime,positif
males gada fitur lock indikator,negatif
ini kapan betulnya transfer dari bca gabisa bisa,negatif
keren aplikasinya untuk pemula sangat membantu,negatif
keren banget aplikasinya,positif
lebih mudah dan simpel,positif
saya suka tampilan candle nya yg sekarang semoga pluang menjadi yang terbaik baik tampilan dan fee,negatif
sudah tahun pake aplikasi ini overall puas,negatif
Saya pengguna Pluang ingin menyampaikan masukan Fitur kirim aset yang hanya mendukung jaringan Ethereum sangat terbatas apalagi tidak semua koin bisa dikirim Mengingat gas fee yang tinggi dan makin banyaknya jaringan efisien seperti Solana atau BNB Chain saya harap Pluang bisa segera menambah dukungan jaringan agar lebih fleksibel dan sesuai kebutuhan pengguna Terima kasih,negatif
enK aplikasi y,negatif
Pengalaman pahit baru download pertama kali kemudian saat akan buat akun dan verifikasi ada tulisan merah tebal NIK sudah dipakai Padahal saya baru download dan no wa yg di daftarkan sama emailnya jelas bukan punya saya Ini kenapa bisa terjadi tidak mungkin ada NIK ganda Sangat membahayakan untuk data pribadi kita Mohon atensinya,negatif
pluang aplikasi yang terbaik dengan pelayanannya yang sangat cepat,negatif
dicoba dulu mei,positif
harapan bisa memberikan yg terbaik,positif
mantapp jos,positif
kok apk ga bisa di buka setelah upgrade,negatif
Bagus dan Respon Cepat,negatif
di saat exchange lain berlomba mempermudah fitur transaksi pluang justru mempersulit transaksi khususnya kirim aset kripto Dev nya mainnya kurang jauh,negatif
aplikasi nya semakin lemot dibuka lama,negatif
sangat luar biasa,negatif
mudah untuk trading dan invest saham luar negeri,positif
Maintenance VA BCA terlalu lama Apakah ini hal yang biasa di app ini,negatif
kenapa gak bisa isi saldo lewat DANA,negatif
Min untuk earning pluang cuan crypto tambahin dong masa btc sama eth doang tambahin crypto lain dong kayak solana atau ada gitu dan kasih APY jangan terlalu kecil,negatif
balikin ke grafik sebelumnya yg ramah buat pemula please,negatif
kecewa berat sama update terbaru nya ga bisa di klik chartnya jadi harus liat full detail chart baru keliatan,negatif
fiturnya bagus mudah tpi potongannya bnyak,positif
Coin nya di banyakin lagi dong dan tambahin saham saham indonesia,negatif
ga bisa tarik saldonya,positif
tolong lah untuk top up di kembalikan seperti semula masa cuman bisa pake bca sama permata,positif
daftar aja ribet,negatif
fitur yang mudah untuk pemula,negatif
bagus sekali pluang ini gampang,negatif
Mudah dan sangat rekomendasi,negatif
sukses dan jaya selalu Pluang,positif
mau hubungin ke gopay kenapa tidak bisa fitur top up pakai dana juga sudah ga bisa tolong diperbaiki secepatnya,negatif
mengapa untuk transaksi BRI di hapus saya setiap kali top up kena admin karna tranfer ke permata virtual mohon segera untuk diperbaiki untuk transaksi sesama bank,negatif
coba adain lvarage,negatif
kenapa top up lewat E wallet dana hilang saya jadi tidak bisa top up lagi,negatif
seburuk nya aplikasi peluang adalah yg terburuk bisa isi saldo tp ga bisa tarik saldo dikarenakan semua percobaan upload ktp di tolak jangan pernah gunakan peluang uang saya mengendap juta lebih dari bulan yg lalu,negatif
aslinya baik cm ketika deposit ngk bs,positif
adminnya fast respon,positif
kasi penarikan lewat e walet juga dong kak saya blm punya rekening,negatif
Mantap Banget,negatif
min dipercepat dong update koin lisyingnya kalau ada yg baru makasih,negatif
cukup bagus dengan fitur yang tersedia,positif
bagus,positif
pagi min untuk metode topup bisa pake qris dong min seperti apk tetangga biar lebih murah biaya fee nya terimakasih min,negatif
KTP sya udah ada yg make gmna mau daptar ulang,negatif
aplikasi yang sangat menarik,negatif
kalo bisa kalo mau top up e wallet ny ditambah dana sama seabank,positif
peroses yg sangat simple,positif
apk dg tingkat keamanan yg worth it,positif
fiturnya baik sekali trading di hp bisa mode potrait mode potraid bisa ngegamvar chart juga pkoknya jos kebanyakan yng lain untuk ngegamvar char harus mode landscape sangat ribet putar hp kalok bisa buat fee nya di kurangi agak mahall harus profit besar baru kerasa kalok cuma persen g kerasa apalagi modal pas san,negatif
bagus fitur fitur nya,positif
Sudah bagus tapi tolong tambahkan fitur top up saldo USD via PayPal,positif
Aplikasi OK mantap,positif
baru mencoba mudah an ada hokky di Pluang,negatif
Mudah untuk dimengerti sukses selalu,positif
proses cepat dan akurat,positif
berfungsi baik,positif
baru berusaha belajar disini klo baik saya akan tambah bintang nya,positif
Apknya emang bagus tapi lebih bagus lagi kalo ada widget saya menunggu pembaruan adanya widget mengenai chart agar dapat memantau terus chart bitcoin jadi saya bisa tau jika bitcoin tiba tiba oversell maupun overbuy akan lebih bagus jika dipantau juga saldonya,negatif
aplikasi sangat bagus dan memberikan pengalaman yang sangat baik,negatif
saat ini pluan cukup bagus,positif
bagus insyaallah,positif
harga yang tertera kenapa lambat banget jalanya tidak real time,negatif
harga trend tidak sesuai giliran lagi naik gk ikut naik padahal di aplikasi lain udh naik trend nya giliran lagi turun aplikasi trendnya jatuh banget gimana mau wd ini mah kalo trend nya diatur aplikasi sendiri tidak sesuai dan mengikuti harga dengan trend yg aslinya untung baru top up kecil jadi gk percaya top up nominal gede,negatif
aplikasinya sudah bagus tapi masih ada beberapa kekurangan yaitu penarikan menggunakan e wallet Saya tidak bisa menarik saldo karena tidak punya atm Tolong tambahkan e wallet agar saya dapat menarik saldo,negatif
aplikasi yg sangat membantu,negatif
sangat,negatif
bismillah mulai berinvestasi mulai hari ini semoga tahun saya bisa merubah kehidupan keluarga saya bisa lebih baik lagi majada wajaddah haruss telaten sabarrrr insyaallah panen di tahun nanti,positif
nyoba Futures trading ga cocok lambat bet transaksi jual beli cuma buat apk investor bukan trader,negatif
baguss pake bangett,negatif
aplikasinya sangat menarik dan mudah di pahami,negatif
cocok untuk pemula,positif
kenapa nama rekening nya harus sama dengan nick di pluang saya ga ada rekening jadi pinjam ke rekening saudara saya jadi saya masukin nama saya jadi tidak bisa menarik saldo di aplikasi pluang tolong pihak pluang semoga di update selanjutnya bisa beda nama rekening dengan nick nya TERIMA PIHAK PLUANG,negatif
Aplikasi ini sangat mudah untuk yang baru mulai berinvestasi,negatif
penanganan transaksi lemot banget top up berhasil tapi saldo gak nambah lapor admin lama banget harus nunggu X jam gmana mau treding kalau nunggu sgtu lamanya,positif
super app cocok buat investasi pilihan lengkap,positif
aplikasinya bagus tapi untuk mengtop up nya hanya bisa bank BCA dan e wallet gopay,negatif
Bagus Sangat memuaskan,negatif
dapat ilmu dan pengalaman baru didunia trading investasi jangka panjang yang menguntungkan belajar mengamati menganalisa dan menentukan keputusan mengetahui naik turunnya pasar saham lokal maupun internasional REFERRAL,positif
semoga sukses amin,negatif
semoga sukses,positif
ini dulu karena belum tau ke Amananx,negatif
sangat membantu,negatif
tambahkan fitur saham Indonesia untuk lebih lengkapnya,positif
aplikasi sangat bagus transfer sangat cepat minesnya biaya adminya yg lumayan,positif
salah satu aset saham yg aman,negatif
cara melihat harga rata rata pembelian USD nya dimana ya,positif
kenapa sejak pake kode authenticator akun pluang saya selalu gagal untuk menghubungkan ke google authenticator bgmn cara mengatasi nya,negatif
sejauh ini aman dan bagus keren,positif
hi admin pluang mohon reply apkah benar pluang lg ada program investasi bg para client yg return investasi mencapai per hari misal investasi Rp kontrak selama hari dan perhari dpt return rb selama hari berturut di telegram bnyak yg meng atas namakan pluang apakah itu resmi dr pihak pluang mohon reply untuk menghindari penipuan,negatif
bagus tetapi coinnya kurang banyak seperti fartcoin moddeng dan alpaca,negatif
mulai belajar,positif
Kenapa saya tidak bisa mengaitkan akun gopay ya error terus,negatif
mantap baru nyobak,positif
kenapa sekarang gak bisa top up lewat Dana,negatif
PELUANG emang keren tes penarikan receh langsung masuk gak sampai menit mantap peluang jos dah pokoknya,negatif
saya suka aplikasi pulang,negatif
mudah memahaminya untuk pemula karna ada pilihan tampilan pro dan lite good job,positif
good aplication,positif
oke bagus buat beli bitcoin dan Al coin,positif
moga bener ya kak,positif
AMPAS LELET BANGET JIRRRR,negatif
suka banget sama aplikasi peluang,negatif
kenapa saya top up tidak bisa pakai aplikasi dana dulu bisa,negatif
cocok buat pemula mudah di pahami,positif
tolong lh klok top up lewat gopay admin nya jngam mhal msak iya smpe rp,negatif
sedang mencoba dan memahami fitur nyaa tapi bisa dipahami dengan mudah so apk terbaik lah,positif
bajk,negatif
saran saya permudahlah top up ya kayak gini lama semua orang yang memakai aplikasi ini akan berpindah ke aplikasi lain kalu awal saya unduh aplikasi ini karena sistem pengisian saldo mudah tapi sekarang semua ya gaguan terus jadi gak jelas apalagi saya membeli menggunakan dana dan bri jadi mohon diperhatikakan pengguna ya,negatif
sekedar mengingatkan kan di apk ini kalau kita mau top up bakal di percepat tapi kalau kita mau tarik tunai kita di persulit banyak syarat syarat yang sangat menyusahkan pengguna ny,negatif
aplikasi ga jelas mau hapus akun aja ribet harus selfie pake ktp giliran yang IOS aja gampang banget,negatif
Masih pemula dan mencoba,negatif
dari coinnya gak lengkap mendingan indodax tolong tambahin coinnya lah jadi ketinggalan buat buy modeng aja kaga ada emang dari fitur ni aplikasi bagus dan simpe mirip exchange lite soalnya gak lengkap koinnya,negatif
awal nya pakai direct BCA karna gatau harus gmna cara top up nya nyoba JT ternyata saya keliru hrus nya mengikuti saldo yg di tera kan angka terakhir nya karna saya gatau top up saja ternyata gagal karna ga sesuai nominal akhirnya saldo kosong jt uang saya ga kembali sudah beberapa kali nyoba ke cs nya ke email nya di persulit berbelit belit di permainkan email saya dalam antrean trs giliran ngirim email ss an yg salah di bahas giliran ss an yg bener nya bilang nya gada email masuk asu,negatif
pendaftaran mudah,positif
biaya tf sama admin nya mahal pindah aplikasi,negatif
awal yang baik tuk Bintang semoga kedpn ga ada masalah hingga sy bisa peroleh pendapatan yg halal lg baik dan benar kemudian sy bisa usulan jd Bintang ny ok Pluang,negatif
,negatif
masih dalam percobaan,positif
yahh bagus,positif
Aplnya sangat bagus gk ada gangguan sama sekali trims ya untuk aplnya,positif
gk bisa wd,negatif
aplikasi sangak baik tolong tikatin sistem pengamanan yh ya,negatif
mantap bosqu,positif
aplikasi yang sangat mudah digunakan dan semua aset serba ada terimakasih pluang,negatif
kurang puas karena fitur top up melalui dana sudah tidak tersedia selama bulan,positif
sangat bagus sekali top up dibawah k sangat cepat penarikannya pun hanya hitungan detik semoga kedepannya semakin membanggakan,positif
baru terjun,negatif
apk yang berbagi keuntungan,positif
saya pengguna baru tapi saya kasih bintang full karena mudah nya dalam proses kyc dan saya mau mencoba berinvestasi,negatif
kenapa grafik harian perjam emas g ada ya cuma ada nominal aja top up dan withdraw admin gede g ada kerjasama dengan bank digital,negatif
TOP UP SALDO BELUM MASUK KE DOMPET PLUANG,negatif
tidak bisa lagi isi saldo lewat briva,negatif
Saya top up sudah berhasil ko belum masuk ke saldo ya biasanya gak pernah kaya gini langsung lancar aja,positif
heran kirim dari dana ke pluang bisa narik gak bisa ribet amat bukannya udah ada autikatornya,negatif
min tolong lah untuk top up nya pake dana aja kalo make gopay mahal udah biaya admin biaya admin gopay pajak biar di lihat,positif
mudah digunakan dan semoga aman terus,positif
kenapa belum update hari ini harga emas,positif
Rabo skitar pilukul saya melakukan top up melalui rekening BCA dengan nominal jt niatnya mau trading eee malah sampai skrang blm masuk juga mana proses refund nya lama bngt lgi tolong dong peluang tingkatin playananya agar kami para pengguna tidak kecewa,negatif
aplikasinya sangat mudah d mengerti informasinya jelas secara khusus untuk pemula seperti saya,negatif
cakepp,negatif
Apakah sudah terdaftar di bappepti,negatif
simpel,positif
minn ini ko jadi loading mulu yaa kemaren sebelum update okok ajaa ini malah setelah update loading muter mulu yaaaa,negatif
tolong dong kok ak deposit pake dana engg bisa sih pas dulu mah bisa sekarang knp engg bisa,positif
tambahkan Token Pepe di fitur send receiving,negatif
bagus aman mudah,positif
okee sihhh mudah untuk digunakan,positif
Good Job,negatif
Mohon virtual account BCA nya segera di perbaiki,negatif
payah ini apk order book lambat tidak guna,negatif
mau isi saldo tapi bi fast tidak terdia mohon dikembalikan,negatif
Sangat bagus,positif
semoga makin sukses dan cuan,positif
untuk semua fitur yang ada didalam sudah baik tapi tolong dong untuk tarik tunai nya itu jangan hanya pakai bank saja usahakan bisa pakai e wallet agar mempermudah orang orang yang tidak mempunyai rekening bank terimakasih,negatif
Baik,negatif
mohon maaf sebelumnya ini kenapa ya top up nya gak tersedia lagi via DANA sebelum nya bisa top up pake dana mohon jawabannya,positif
aplikasi rekomended,negatif
sekarang biayannya banyak banget profit masih ngak dapat untung harus profit keatas baru dapat profit mending diapk sebelah parah sih ini apk udah mulai malak biayanya ada biaya pihak ke ada dan apk mending saya angkut semua pindah kesebelah kalau investor kecil harus menghindari apk ini karena tidak menguntungkan di sebelah profit aja udah untung ini malah kaya take loss fix uinstal apk ini pindah sebelah,negatif
mudah cepat aman dan menghasilkan,positif
Dari tampilan mudah di mengerti dan dari keseluruhan juga udah bagus banget tapi sayang semua transaksi kena admin pajak dan belum terdapat obligasi suratutang negara muda mudahan ajah kedepannya makin maksimal dan semua investasi ada,negatif
Mudah dioperasionalkan cocok yg ingin berinvestasi,positif
Joss,negatif
lagi dicoba,negatif
saran saya ditambahkan metode terima crypto via USDT di jaringan BHRC Bahamut semoga sarannya di terima,negatif
mudah dalam proses KYC,positif
kok gk ada top up pake bri,negatif
robbery,negatif
mantap aplikasinya bagus bnget,positif
hebat,negatif
mohon supaya top up melalui ewallet gopay atau ovo dibebaskan dari biaya karena saya driver online ingin menyisihkan penghasilan saya rb setiap hari untuk saya investasikan dalam portofolio kripto jika tiap hari top up dari dompet gopay dengan biaya itu sangat memberatkan terima kasih,negatif
apk baguss,negatif
tolong dari pihak pluang tingkat kan lagi untuk pilihan top up seperti BRI QRIS dan yang lainya,negatif
wajib coba sih untuk sejauh ini aplikasi nya mudah khusus nya seperti saya yang masih belajar trading,negatif
Sangat membantu untuk pemula yang mulai belajar trading seperti saya Semoga bisa makin cuan,negatif
kenapa top up shopeepay ditiadakan plisss adain lagi dong,negatif
apk nya bagus cuman sayang seribu sayang untuk layanan top up nya dikit QRIS gak ada BCA pemeliharaan Sampek sekarang gek selesai,negatif
notifikasi aktifkan google auntekatur tp di cek pengaturan gk ada,negatif
biaya admin sangat memberatkan tidak cocok untuk saya yang rutin membeli reksa dana dalam jumlah kecil tahun pake pluang memuaskan tpi sejak mei porto saya jual semua dan dipindahkan ke platform lain,negatif
Bagussss,negatif
saya ada saran bikin deposit lewat QRIS biar pajak tidak terlalu tinggi,negatif
bagus dan sangat membantu masyarakat maju terus pluang pantang mundur oke oke aminnnnn YRA,negatif
jadi makin males karena banyak biaya T I LAH,negatif
aplikasi good mantullll,negatif
tolong ada fitur trade secara real time jadi GK gampang ketinggalan,negatif
sering ngebug tdk bisa login mohon d perbaiki,positif
Bagus mantab invest di peluang terima kasih semua tim pluang,negatif
Mengapa dompet kriptonya tidak selesai selesai perbaikkannya sudah berlalu seminggu lebih,negatif
mudah fitur lengkap dan legal dan cocok untuk pemula,positif
sangat membantu untuk pemula,negatif
yang saya suka dari aplikasi ini adalah Tarik uang yang cepat kurang dari menit Topup juga di permudahkan dan kalau bisa tambahkan metode TopUp DANA juga ataupun SHOPPEPAY Tampilan UI yang mudah di mengerti Untuk sekarang kekurangan nya tidak ada sih dan saya harap tidak ada kekurangan nya sama sekali,negatif
Bagus cuma makin ke sini makin susah top up nya Secara saya menggunakan nomor rekening suami istri makin repot,negatif
ingin lebih banyak opsi untuk metode pembayaran e wallet,negatif
Banyak bug grafik tidak akurat open entry bermasalah,negatif
sangat seru,negatif
very good and simple,positif
biasanya beli saham minimal cuman bisa sekarang minimal lawak apalagi ini,negatif
good job pluang simple untuk pemula dan dapat cepat di pahami,positif
tolong adain lagi fitur top up dengan dana please,negatif
UI nya bagus sih admin nya masih termasuk murah lah cuma ribu,negatif
menurut saya aplikasi pluang aplikasi yang bagus banget saya sudah tahun pakai aplikasi ini apalagi sekarang ada fitur future untuk trading mantaplah cuma metode depositnya sedikit untuk pluang tolong tambahkan lebih banyak metode pembayarannya seperti QRIS dan dana Trimakasih,negatif
Cepat dan mudah verifikasinya,positif
coba investasi emas lewat peluang barangkali bisa untung,negatif
hati hati guys saat order limit angkanya kadang berubah sendiri saya udah kali kena,negatif
aplikasi bagus ui nya bagus cocok untuk pemula layout nya bagus overall bagus sih pluang ini cuma saran saya perbanyak pembayaran untuk deposit seperti dana ovo atau virtual account dari beberapa bank terimakasih,positif
knpa ga bisa di buka aplikasinya,negatif
data cepat dan sangat spesifik untuk masalah keuangan Grafik juga stabil untuk dianalisis,negatif
Mantap,negatif
aturan baru Apakah Pluang Untuk Menabung Emas Dikenahkan Biaya Tahunan Kahh,negatif
aplikasi pembuat rugi invest malah uang berkurang bukan bertambah baik di emas saham amerika maupun crypto sama aja rugi pemilik aplikasi yang beruntung,negatif
saya kurangi bintang nya karena banyak koin meme yang ingin saya beli tak ada limit ordernya kalo ada limit ordernya semua coin meme saya tambah lagi ya,negatif
tolong dong di banyak in medote top up nya,negatif
good apps,positif
detail banget,positif
apk gak jelas gw beli sesuai harga di market tapi pas gw beli tiba lebih tinggi dari harga market gak jelas,negatif
ada beberapa harga yg beda dg aplikasi lain contoh disini cripto KSM rendah harganya padahal dibindodax sedang naik tinggi jadi ragu saya,negatif
mohon tambahkan metode penarikan lewat E Wallet Gopay Dana,negatif
baru instal lagi setelah beberapa tahun sekarang aplikasinya luar biasa bagus,negatif
tolong laaa saya ingin mengganti nomor telpon saya yang kadaluarsa saya sudah menghubungi pihak pluang saya sudah verivikasi tapi apa tidak ada jawaban sama sekali uang saya ada di pluang jadi tolong saya ingin mengganti nomor telpon saya,negatif
ni cvx naik kenapa aset sy tetap turun tolong di periksa kembali jangan sampai saya komentar negatif tentang aplikasi pluang,negatif
bagus TPI ak masih blm paham cara main ny,positif
min kok verivikasi nya lama yah,negatif
harga trend grafik tidak sesuai dengan harga yang di kolom utama di atas dan yang di tampilkan di luar grafik juga berbeda ketiganya berbeda semuanya tidak reel aku banyak rugi dan seperti rekayasa dalam tradingya dan tidak dapat di atur walaupun di atur jika keluar dari trading malah tambah tidak sesuai perihal kerugian itu hal biasa dalam trading asalkan reel tapi ini terlalu banyak perbedaan dalam grafik harga trend dan harga utama aku tarik semua asetku karna tidak reel,negatif
Aplikasi yang sangat memudahkan berinvestasi tidak hanya platform jual beli instrumen investasi tetapi juga menyediakan berbagai tutorial dan informasi keuangan,negatif
aplikasi nya udah mantap banget UI UX nya juga lumayan cuman mohon buat Top Up saldo nya bisa ditambahkan e wallet yang lain juga seperti DANA OVO dan lain Terima kasih,negatif
Saran saya Tambahkan top up melalui Qris Hal ini sebagai efektivitas deposit saat akan melakukan transaksi sekian terima gaji,positif
pluang sekarang kenapa top up pakai dana tidak bisaaaa mohon di pakai lagi top up pakai dana dan kalau bisa pakai penarikan ke aplikasi dana agar lebih gampang mohon untuk admin di perbaiki ini kerna ini penting,negatif
kasi bintang dulu ya baru mulai soalnya hehehe tapi aplikasi ini bagus cocok juga untuk pemula,positif
aplikasi nya bagus cuma tolong tambahin metode TOP UP nya dong susah kalo cuma gopay doang,negatif
ok baik,positif
aplikasi tepat untuk siapapun yg mau berinvestasi Transaksi sangat mudah,negatif
mohon untuk tarif transfer maupun top up mohon untuk di beri keringanan diskon supaya kedepan makin berkembang dan banyak pengguna nya mohon untuk di lengkapi fitur fitur top up dr bank yang banyak pilihannya seperti bri bsi mandiri dll untuk bca dr kemarin masih trouble,negatif
fitur tarik koinnya perasaan problem mulu jdi kita gk bisa mindahin koin kripto ke wallet lain bisa brabe klo apk ini bngkrut hilang semua aset cripto kita,negatif
semenjak topup via dana nya hilang jadi malas lagi untuk deposit padahal udah lama pake aplikasi ini,negatif
transaksi apapun kena biaya pajak,negatif
fiture lengkap nggak pake ribet,negatif
Topup ada biaya admin Jual Beli ada spread plus pajak Mencairkan ada biaya plus pajak lagi Tepos,negatif
min gimana cara nya mau login lupa pin setelah lama ga buka Aplikasinya,negatif
banyak pajaknya dan potongan kalo gak bener untung ya banyak boncosnya,negatif
gak bisa deposit Krn aplikasi dana di hapus aplikasi aneh,negatif
serius cuma bisa top up dg bank saja terbatas sekali,negatif
tolong lah Adain fitur send aset crypto nih excg kebanyakan buzzer nutupin fitur nih biar ada ampun dah ribet bet kalau mau mindahin ast,negatif
good luck,positif
bagus sy udh mulai membeli btc disini dan saldo sudah ada jt alhamdulillah aman sampai skrg tapi kenapa DANA di hilangkan ya kak enak tau pake DANA top up,negatif
aplikasinya bagus tetapi untuk to up ewallet tolong ditambahin lagi dong dan bank nya juga ditambahin untuk memudahkan proses to up nya,negatif
GIMANA SIH CARA MENGAKTIFKAN AUTENTIKATOR FA DI APLIKASI PULANG SAYA SUDAH CARI DI privasi keamanan ko tidak ada,negatif
pajak tidak terlalu besar cocok untuk beli aset digital seperti BTC disini,negatif
pindah dari Tokped malah saldoku ilang,negatif
Aplikasi sangat rekomendasi untuk masyarakat Indonesia,negatif
Apk sangat bagus saran saya tolong tambahkan saham di China bull seperti saham BYD,negatif
ini kenapa fitur top up dengan menggunakan dana di hilangkan apakah akan dikembalikan lagi ini sangat mengganggu transaksi top up karena dengan dana sangatlah mudah dibandingkan yang lainnya mohon untuk segera di perbaiki sementara kasih rating dulu nanti kalo udah bener naikin lagi trimakasih,negatif
banyak banget fee nya dari top up beli aset jual aset sama penarikan dana pun kena fee apalagi penarikan dengan nominal kecil trus harus kepotong juga tanggung banget kalau penarikan nya gede gpp tapi kalau cuman butuh pas keluar atau buat pulsa agak gimana buat yang baru belajar invest trus apa apa kena fee yaa agak kurang nyaman aja sii mana spread nya tinggi lagi,negatif
terbaik deposit wd cepat tampilan mudah di pahami dan keren,positif
baru hari ini mulai belajar smg sukses,positif
minta tolong bantu tambahin E WALLET dana dong untuk deposit nya,negatif
Disuruh orang buat download apk ini Ga danta,positif
,negatif
sekelas pulang tidak ada kemamanan FA tolong lah keamanan di tingkatkan,negatif
pembayaran nya kok gabisa seabank dan BRI lagi dana juga gada sekarang minimal ganti Qris kek,negatif
kenapa aplikasi gak bisa di buka sedang dalam perbaikan tapi gak ada info notifikasi pemberitahuan dari awal,negatif
